RefNo	Date	Transect	Position	Location	Height
782	15/08/1994	A	2	7	5.5
783	15/08/1994	A	2	8	14
784	15/08/1994	A	2	9	25
785	15/08/1994	A	2	10	15
786	15/08/1994	A	2	11	14
787	15/08/1994	A	2	12	17.5
788	15/08/1994	A	2	13	8
789	15/08/1994	A	2	14	8.5
790	15/08/1994	A	2	15	5.5
791	15/08/1994	A	2	16	8.5
792	15/08/1994	A	2	17	11.5
793	15/08/1994	A	2	18	15.5
794	15/08/1994	A	2	19	11.5
795	15/08/1994	A	2	20	15
796	15/08/1994	A	2	21	14
797	15/08/1994	A	2	22	16.5
798	15/08/1994	A	2	23	13
799	15/08/1994	A	2	24	14
800	15/08/1994	A	2	25	12
801	15/08/1994	A	3	1	8.5
802	15/08/1994	A	3	2	12
803	15/08/1994	A	3	3	12.5
804	15/08/1994	A	3	4	12.5
805	15/08/1994	A	3	5	11.5
806	15/08/1994	A	3	6	12.5
807	15/08/1994	A	3	7	11.5
808	15/08/1994	A	3	8	14
809	15/08/1994	A	3	9	10
810	15/08/1994	A	3	10	11.5
811	15/08/1994	A	3	11	12
812	15/08/1994	A	3	12	10
813	15/08/1994	A	3	13	12
814	15/08/1994	A	3	14	13.5
815	15/08/1994	A	3	15	13.5
816	15/08/1994	A	3	16	11
817	15/08/1994	A	3	17	7.5
818	15/08/1994	A	3	18	8.5
819	15/08/1994	A	3	19	7.5
820	15/08/1994	A	3	20	5.5
821	15/08/1994	A	3	21	7.5
822	15/08/1994	A	3	22	7.5
823	15/08/1994	A	3	23	6
824	15/08/1994	A	3	24	6.5
825	15/08/1994	A	3	25	8.5
826	15/08/1994	A	4	1	9
827	15/08/1994	A	4	2	8
828	15/08/1994	A	4	3	12.5
829	15/08/1994	A	4	4	15
830	15/08/1994	A	4	5	7.5
831	15/08/1994	A	4	6	10
832	15/08/1994	A	4	7	14.5
833	15/08/1994	A	4	8	16
834	15/08/1994	A	4	9	12
835	15/08/1994	A	4	10	9
836	15/08/1994	A	4	11	8
837	15/08/1994	A	4	12	6.5
838	15/08/1994	A	4	13	7
839	15/08/1994	A	4	14	15.5
840	15/08/1994	A	4	15	17.5
841	15/08/1994	A	4	16	14
842	15/08/1994	A	4	17	19
843	15/08/1994	A	4	18	6
844	15/08/1994	A	4	19	8.5
845	15/08/1994	A	4	20	13
846	15/08/1994	A	4	21	9
847	15/08/1994	A	4	22	7
848	15/08/1994	A	4	23	7
849	15/08/1994	A	4	24	9
850	15/08/1994	A	4	25	12
851	15/08/1994	A	5	1	9
852	15/08/1994	A	5	2	8.5
853	15/08/1994	A	5	3	14
854	15/08/1994	A	5	4	10.5
855	15/08/1994	A	5	5	7
856	15/08/1994	A	5	6	4
857	15/08/1994	A	5	7	3.5
858	15/08/1994	A	5	8	7
859	15/08/1994	A	5	9	3
860	15/08/1994	A	5	10	6.5
861	15/08/1994	A	5	11	9.5
862	15/08/1994	A	5	12	6
863	15/08/1994	A	5	13	8.5
864	15/08/1994	A	5	14	3.5
865	15/08/1994	A	5	15	3.5
866	15/08/1994	A	5	16	7
867	15/08/1994	A	5	17	6.5
868	15/08/1994	A	5	18	7.5
869	15/08/1994	A	5	19	6
870	15/08/1994	A	5	20	5.5
871	15/08/1994	A	5	21	4.5
872	15/08/1994	A	5	22	3
873	15/08/1994	A	5	23	3.5
874	15/08/1994	A	5	24	4.5
875	15/08/1994	A	5	25	2.5
876	15/08/1994	A	6	1	8.5
877	15/08/1994	A	6	2	6
878	15/08/1994	A	6	3	7
879	15/08/1994	A	6	4	5.5
880	15/08/1994	A	6	5	4
881	15/08/1994	A	6	6	5
882	15/08/1994	A	6	7	4.5
883	15/08/1994	A	6	8	8
884	15/08/1994	A	6	9	6.5
885	15/08/1994	A	6	10	7.5
886	15/08/1994	A	6	11	10
887	15/08/1994	A	6	12	11.5
888	15/08/1994	A	6	13	9
889	15/08/1994	A	6	14	10.5
890	15/08/1994	A	6	15	6.5
891	15/08/1994	A	6	16	8
892	15/08/1994	A	6	17	7.5
893	15/08/1994	A	6	18	11
894	15/08/1994	A	6	19	10.5
895	15/08/1994	A	6	20	11.5
896	15/08/1994	A	6	21	9.5
897	15/08/1994	A	6	22	10.5
898	15/08/1994	A	6	23	7
899	15/08/1994	A	6	24	4
900	15/08/1994	A	6	25	3.5
901	15/08/1994	B	1	1	11
902	15/08/1994	B	1	2	16
903	15/08/1994	B	1	3	12.5
904	15/08/1994	B	1	4	11.5
905	15/08/1994	B	1	5	8
906	15/08/1994	B	1	6	10.5
907	15/08/1994	B	1	7	14
908	15/08/1994	B	1	8	15
909	15/08/1994	B	1	9	13.5
910	15/08/1994	B	1	10	13
911	15/08/1994	B	1	11	8.5
912	15/08/1994	B	1	12	10
913	15/08/1994	B	1	13	11.5
914	15/08/1994	B	1	14	14.5
915	15/08/1994	B	1	15	11
916	15/08/1994	B	1	16	12.5
917	15/08/1994	B	1	17	10
918	15/08/1994	B	1	18	6.5
919	15/08/1994	B	1	19	7
920	15/08/1994	B	1	20	11.5
921	15/08/1994	B	1	21	9.5
922	15/08/1994	B	1	22	8
923	15/08/1994	B	1	23	15
924	15/08/1994	B	1	24	19
925	15/08/1994	B	1	25	17.5
926	15/08/1994	B	2	1	17.5
927	15/08/1994	B	2	2	14
928	15/08/1994	B	2	3	12
929	15/08/1994	B	2	4	14
930	15/08/1994	B	2	5	14.5
931	15/08/1994	B	2	6	18
932	15/08/1994	B	2	7	14.5
933	15/08/1994	B	2	8	13.5
934	15/08/1994	B	2	9	13
935	15/08/1994	B	2	10	14
936	15/08/1994	B	2	11	15
937	15/08/1994	B	2	12	18.5
938	15/08/1994	B	2	13	15.5
939	15/08/1994	B	2	14	15
940	15/08/1994	B	2	15	16.5
941	15/08/1994	B	2	16	14.5
942	15/08/1994	B	2	17	17.5
943	15/08/1994	B	2	18	14.5
944	15/08/1994	B	2	19	10
945	15/08/1994	B	2	20	11
946	15/08/1994	B	2	21	12
947	15/08/1994	B	2	22	14
948	15/08/1994	B	2	23	13.5
949	15/08/1994	B	2	24	11.5
950	15/08/1994	B	2	25	11
951	15/08/1994	B	3	1	17.5
952	15/08/1994	B	3	2	10.5
953	15/08/1994	B	3	3	14
954	15/08/1994	B	3	4	8
955	15/08/1994	B	3	5	8.5
956	15/08/1994	B	3	6	9.5
957	15/08/1994	B	3	7	13
958	15/08/1994	B	3	8	13.5
959	15/08/1994	B	3	9	18.5
960	15/08/1994	B	3	10	12.5
961	15/08/1994	B	3	11	13
962	15/08/1994	B	3	12	14.5
963	15/08/1994	B	3	13	14.5
964	15/08/1994	B	3	14	15
965	15/08/1994	B	3	15	16
966	15/08/1994	B	3	16	18
967	15/08/1994	B	3	17	17.5
968	15/08/1994	B	3	18	13
969	15/08/1994	B	3	19	8
970	15/08/1994	B	3	20	5.5
971	15/08/1994	B	3	21	4.5
972	15/08/1994	B	3	22	11
973	15/08/1994	B	3	23	14.5
974	15/08/1994	B	3	24	17.5
975	15/08/1994	B	3	25	11
976	15/08/1994	B	4	1	10.5
977	15/08/1994	B	4	2	13
978	15/08/1994	B	4	3	11
979	15/08/1994	B	4	4	9
980	15/08/1994	B	4	5	10
981	15/08/1994	B	4	6	7.5
982	15/08/1994	B	4	7	11.5
983	15/08/1994	B	4	8	11
984	15/08/1994	B	4	9	12.5
985	15/08/1994	B	4	10	9.5
986	15/08/1994	B	4	11	9.5
987	15/08/1994	B	4	12	10
988	15/08/1994	B	4	13	12.5
989	15/08/1994	B	4	14	8
990	15/08/1994	B	4	15	11.5
991	15/08/1994	B	4	16	2.5
992	15/08/1994	B	4	17	4.5
993	15/08/1994	B	4	18	12
994	15/08/1994	B	4	19	13.5
995	15/08/1994	B	4	20	15.5
996	15/08/1994	B	4	21	14.5
997	15/08/1994	B	4	22	11.5
998	15/08/1994	B	4	23	15.5
999	15/08/1994	B	4	24	11
1000	15/08/1994	B	4	25	6
1001	15/08/1994	B	5	1	2.5
1002	15/08/1994	B	5	2	4
1003	15/08/1994	B	5	3	2
1004	15/08/1994	B	5	4	2.5
1005	15/08/1994	B	5	5	7
1006	15/08/1994	B	5	6	10.5
1007	15/08/1994	B	5	7	17
1008	15/08/1994	B	5	8	2.5
1009	15/08/1994	B	5	9	2.5
1010	15/08/1994	B	5	10	3
1011	15/08/1994	B	5	11	8.5
1012	15/08/1994	B	5	12	3.5
1013	15/08/1994	B	5	13	2.5
1014	15/08/1994	B	5	14	6.5
1015	15/08/1994	B	5	15	3
1016	15/08/1994	B	5	16	2.5
1017	15/08/1994	B	5	17	2.5
1018	15/08/1994	B	5	18	3
1019	15/08/1994	B	5	19	3.5
1020	15/08/1994	B	5	20	6.5
1021	15/08/1994	B	5	21	15
1022	15/08/1994	B	5	22	8
1023	15/08/1994	B	5	23	7.5
1024	15/08/1994	B	5	24	10.5
1025	15/08/1994	B	5	25	15.5
1026	15/08/1994	B	6	1	5
1027	15/08/1994	B	6	2	1.5
1028	15/08/1994	B	6	3	4
1029	15/08/1994	B	6	4	3.5
1030	15/08/1994	B	6	5	4.5
1031	15/08/1994	B	6	6	4
1032	15/08/1994	B	6	7	8
1033	15/08/1994	B	6	8	3
1034	15/08/1994	B	6	9	4.5
1035	15/08/1994	B	6	10	4
1036	15/08/1994	B	6	11	5.5
1037	15/08/1994	B	6	12	2
1038	15/08/1994	B	6	13	4.5
1039	15/08/1994	B	6	14	2
1040	15/08/1994	B	6	15	3
1041	15/08/1994	B	6	16	3.5
1042	15/08/1994	B	6	17	4.5
1043	15/08/1994	B	6	18	2
1044	15/08/1994	B	6	19	2
1045	15/08/1994	B	6	20	2.5
1046	15/08/1994	B	6	21	2.5
1047	15/08/1994	B	6	22	5
1048	15/08/1994	B	6	23	7.5
1049	15/08/1994	B	6	24	4
1050	15/08/1994	B	6	25	2
1051	15/08/1994	C	1	1	12.5
1052	15/08/1994	C	1	2	10.5
1053	15/08/1994	C	1	3	13
1054	15/08/1994	C	1	4	13.5
1055	15/08/1994	C	1	5	12
1056	15/08/1994	C	1	6	12.5
1057	15/08/1994	C	1	7	14
1058	15/08/1994	C	1	8	10.5
1059	15/08/1994	C	1	9	13
1060	15/08/1994	C	1	10	8.5
1061	15/08/1994	C	1	11	8
1062	15/08/1994	C	1	12	5
1063	15/08/1994	C	1	13	9.5
1064	15/08/1994	C	1	14	5.5
1065	15/08/1994	C	1	15	7
1066	15/08/1994	C	1	16	12
1067	15/08/1994	C	1	17	9
1068	15/08/1994	C	1	18	7.5
1069	15/08/1994	C	1	19	9
1070	15/08/1994	C	1	20	13.5
1071	15/08/1994	C	1	21	12.5
1072	15/08/1994	C	1	22	11
1073	15/08/1994	C	1	23	7
1074	15/08/1994	C	1	24	6.5
1075	15/08/1994	C	1	25	6
1076	15/08/1994	C	2	1	18.5
1077	15/08/1994	C	2	2	11
1078	15/08/1994	C	2	3	13.5
1079	15/08/1994	C	2	4	13
1080	15/08/1994	C	2	5	11
1081	15/08/1994	C	2	6	9
1082	15/08/1994	C	2	7	10
1083	15/08/1994	C	2	8	10
1084	15/08/1994	C	2	9	12.5
1085	15/08/1994	C	2	10	11.5
1086	15/08/1994	C	2	11	14
1087	15/08/1994	C	2	12	12.5
1088	15/08/1994	C	2	13	13
1089	15/08/1994	C	2	14	16.5
1090	15/08/1994	C	2	15	11.5
1091	15/08/1994	C	2	16	14.5
1092	15/08/1994	C	2	17	16.5
1093	15/08/1994	C	2	18	21
1094	15/08/1994	C	2	19	13.5
1095	15/08/1994	C	2	20	14
1096	15/08/1994	C	2	21	10.5
1097	15/08/1994	C	2	22	11.5
1098	15/08/1994	C	2	23	13
1099	15/08/1994	C	2	24	11
1100	15/08/1994	C	2	25	9
1101	15/08/1994	C	3	1	12.5
1102	15/08/1994	C	3	2	15.5
1103	15/08/1994	C	3	3	13.5
1104	15/08/1994	C	3	4	15.5
1105	15/08/1994	C	3	5	14
1106	15/08/1994	C	3	6	20.5
1107	15/08/1994	C	3	7	14.5
1108	15/08/1994	C	3	8	18.5
1109	15/08/1994	C	3	9	14.5
1110	15/08/1994	C	3	10	13.5
1111	15/08/1994	C	3	11	11.5
1112	15/08/1994	C	3	12	15
1113	15/08/1994	C	3	13	16
1114	15/08/1994	C	3	14	13
1115	15/08/1994	C	3	15	12.5
1116	15/08/1994	C	3	16	17.5
1117	15/08/1994	C	3	17	19
1118	15/08/1994	C	3	18	19.5
1119	15/08/1994	C	3	19	14.5
1120	15/08/1994	C	3	20	17.5
1121	15/08/1994	C	3	21	16
1122	15/08/1994	C	3	22	18.5
1123	15/08/1994	C	3	23	15.5
1124	15/08/1994	C	3	24	17.5
1125	15/08/1994	C	3	25	23.5
1126	15/08/1994	C	4	1	5.5
1127	15/08/1994	C	4	2	10.5
1128	15/08/1994	C	4	3	5.5
1129	15/08/1994	C	4	4	13.5
1130	15/08/1994	C	4	5	7
1131	15/08/1994	C	4	6	8
1132	15/08/1994	C	4	7	9.5
1133	15/08/1994	C	4	8	12.5
1134	15/08/1994	C	4	9	16.5
1135	15/08/1994	C	4	10	17
1136	15/08/1994	C	4	11	15.5
1137	15/08/1994	C	4	12	13
1138	15/08/1994	C	4	13	10
1139	15/08/1994	C	4	14	10
1140	15/08/1994	C	4	15	9.5
1141	15/08/1994	C	4	16	9
1142	15/08/1994	C	4	17	8.5
1143	15/08/1994	C	4	18	6.5
1144	15/08/1994	C	4	19	5
1145	15/08/1994	C	4	20	11.5
1146	15/08/1994	C	4	21	7
1147	15/08/1994	C	4	22	7.5
1148	15/08/1994	C	4	23	7
1149	15/08/1994	C	4	24	9
1150	15/08/1994	C	4	25	9.5
1151	15/08/1994	C	5	1	7
1152	15/08/1994	C	5	2	6.5
1153	15/08/1994	C	5	3	8
1154	15/08/1994	C	5	4	15
1155	15/08/1994	C	5	5	15.5
1156	15/08/1994	C	5	6	13
1157	15/08/1994	C	5	7	17
1158	15/08/1994	C	5	8	18.5
1159	15/08/1994	C	5	9	15
1160	15/08/1994	C	5	10	11
1161	15/08/1994	C	5	11	13
1162	15/08/1994	C	5	12	13.5
1163	15/08/1994	C	5	13	11
1164	15/08/1994	C	5	14	9.5
1165	15/08/1994	C	5	15	5.5
1166	15/08/1994	C	5	16	5.5
1167	15/08/1994	C	5	17	6.5
1168	15/08/1994	C	5	18	8
1169	15/08/1994	C	5	19	7
1170	15/08/1994	C	5	20	9
1171	15/08/1994	C	5	21	6.5
1172	15/08/1994	C	5	22	8
1173	15/08/1994	C	5	23	5
1174	15/08/1994	C	5	24	6.5
1175	15/08/1994	C	5	25	5
1176	15/08/1994	C	6	1	5
1177	15/08/1994	C	6	2	5
1178	15/08/1994	C	6	3	5
1179	15/08/1994	C	6	4	4.5
1180	15/08/1994	C	6	5	2.5
1181	15/08/1994	C	6	6	3.5
1182	15/08/1994	C	6	7	7
1183	15/08/1994	C	6	8	6
1184	15/08/1994	C	6	9	7
1185	15/08/1994	C	6	10	7.5
1186	15/08/1994	C	6	11	4
1187	15/08/1994	C	6	12	6.5
1188	15/08/1994	C	6	13	6
1189	15/08/1994	C	6	14	5.5
1190	15/08/1994	C	6	15	5
1191	15/08/1994	C	6	16	5
1192	15/08/1994	C	6	17	5.5
1193	15/08/1994	C	6	18	4
1194	15/08/1994	C	6	19	3
1195	15/08/1994	C	6	20	5.5
1196	15/08/1994	C	6	21	5.5
1197	15/08/1994	C	6	22	6.5
1198	15/08/1994	C	6	23	5.5
1199	15/08/1994	C	6	24	4
1200	15/08/1994	C	6	25	4
1201	15/08/1994	D	1	1	2
1202	15/08/1994	D	1	2	6.5
1203	15/08/1994	D	1	3	8
1204	15/08/1994	D	1	4	9.5
1205	15/08/1994	D	1	5	4
1206	15/08/1994	D	1	6	3
1207	15/08/1994	D	1	7	2
1208	15/08/1994	D	1	8	2
1209	15/08/1994	D	1	9	2
1210	15/08/1994	D	1	10	3.5
1211	15/08/1994	D	1	11	2
1212	15/08/1994	D	1	12	3.5
1213	15/08/1994	D	1	13	3.5
1214	15/08/1994	D	1	14	6
1215	15/08/1994	D	1	15	5
1216	15/08/1994	D	1	16	5
1217	15/08/1994	D	1	17	2.5
1218	15/08/1994	D	1	18	6
1219	15/08/1994	D	1	19	3.5
1220	15/08/1994	D	1	20	5.5
1221	15/08/1994	D	1	21	11
1222	15/08/1994	D	1	22	3
1223	15/08/1994	D	1	23	4
1224	15/08/1994	D	1	24	5.5
1225	15/08/1994	D	1	25	7
1226	15/08/1994	D	2	1	7
1227	15/08/1994	D	2	2	4
1228	15/08/1994	D	2	3	6
1229	15/08/1994	D	2	4	4
1230	15/08/1994	D	2	5	2.5
1231	15/08/1994	D	2	6	1.5
1232	15/08/1994	D	2	7	5
1233	15/08/1994	D	2	8	4
1234	15/08/1994	D	2	9	5
1235	15/08/1994	D	2	10	8
1236	15/08/1994	D	2	11	4.5
1237	15/08/1994	D	2	12	5
1238	15/08/1994	D	2	13	5
1239	15/08/1994	D	2	14	8
1240	15/08/1994	D	2	15	7.5
1241	15/08/1994	D	2	16	8.5
1242	15/08/1994	D	2	17	7
1243	15/08/1994	D	2	18	4
1244	15/08/1994	D	2	19	3
1245	15/08/1994	D	2	20	1.5
1246	15/08/1994	D	2	21	1.5
1247	15/08/1994	D	2	22	2
1248	15/08/1994	D	2	23	3
1249	15/08/1994	D	2	24	3
1250	15/08/1994	D	2	25	3
1251	15/08/1994	D	3	1	2
1252	15/08/1994	D	3	2	3
1253	15/08/1994	D	3	3	3
1254	15/08/1994	D	3	4	3
1255	15/08/1994	D	3	5	2
1256	15/08/1994	D	3	6	1.5
1257	15/08/1994	D	3	7	1
1258	15/08/1994	D	3	8	2.5
1259	15/08/1994	D	3	9	3
1260	15/08/1994	D	3	10	1.5
1261	15/08/1994	D	3	11	4.5
1262	15/08/1994	D	3	12	3
1263	15/08/1994	D	3	13	4.5
1264	15/08/1994	D	3	14	4.5
1265	15/08/1994	D	3	15	3.5
1266	15/08/1994	D	3	16	3.5
1267	15/08/1994	D	3	17	4
1268	15/08/1994	D	3	18	3
1269	15/08/1994	D	3	19	2.5
1270	15/08/1994	D	3	20	3.5
1271	15/08/1994	D	3	21	2
1272	15/08/1994	D	3	22	4.5
1273	15/08/1994	D	3	23	5
1274	15/08/1994	D	3	24	3
1275	15/08/1994	D	3	25	3
1276	15/08/1994	D	4	1	1.5
1277	15/08/1994	D	4	2	3
1278	15/08/1994	D	4	3	2
1279	15/08/1994	D	4	4	1.5
1280	15/08/1994	D	4	5	1.5
1281	15/08/1994	D	4	6	2
1282	15/08/1994	D	4	7	4
1283	15/08/1994	D	4	8	2
1284	15/08/1994	D	4	9	2.5
1285	15/08/1994	D	4	10	2
1286	15/08/1994	D	4	11	2.5
1287	15/08/1994	D	4	12	2
1288	15/08/1994	D	4	13	3
1289	15/08/1994	D	4	14	2.5
1290	15/08/1994	D	4	15	1.5
1291	15/08/1994	D	4	16	1.5
1292	15/08/1994	D	4	17	2
1293	15/08/1994	D	4	18	2
1294	15/08/1994	D	4	19	1.5
1295	15/08/1994	D	4	20	3.5
1296	15/08/1994	D	4	21	2.5
1297	15/08/1994	D	4	22	9
1298	15/08/1994	D	4	23	9.5
1299	15/08/1994	D	4	24	12
1300	15/08/1994	D	4	25	8
1301	15/08/1994	D	5	1	7.5
1302	15/08/1994	D	5	2	6
1303	15/08/1994	D	5	3	7.5
1304	15/08/1994	D	5	4	4.5
1305	15/08/1994	D	5	5	7.5
1306	15/08/1994	D	5	6	8
1307	15/08/1994	D	5	7	5.5
1308	15/08/1994	D	5	8	10.5
1309	15/08/1994	D	5	9	11
1310	15/08/1994	D	5	10	9.5
1311	15/08/1994	D	5	11	8.5
1312	15/08/1994	D	5	12	9
1313	15/08/1994	D	5	13	8
1314	15/08/1994	D	5	14	6.5
1315	15/08/1994	D	5	15	10.5
1316	15/08/1994	D	5	16	11
1317	15/08/1994	D	5	17	9.5
1318	15/08/1994	D	5	18	7.5
1319	15/08/1994	D	5	19	5.5
1320	15/08/1994	D	5	20	16
1321	15/08/1994	D	5	21	12
1322	15/08/1994	D	5	22	10
1323	15/08/1994	D	5	23	7.5
1324	15/08/1994	D	5	24	9
1325	15/08/1994	D	5	25	11.5
1326	15/08/1994	D	6	1	10.5
1327	15/08/1994	D	6	2	8.5
1328	15/08/1994	D	6	3	6.5
1329	15/08/1994	D	6	4	7
1330	15/08/1994	D	6	5	8.5
1331	15/08/1994	D	6	6	8.5
1332	15/08/1994	D	6	7	8.5
1333	15/08/1994	D	6	8	7.5
1334	15/08/1994	D	6	9	8
1335	15/08/1994	D	6	10	10
1336	15/08/1994	D	6	11	9.5
1337	15/08/1994	D	6	12	12
1338	15/08/1994	D	6	13	9.5
1339	15/08/1994	D	6	14	9.5
1340	15/08/1994	D	6	15	8
1341	15/08/1994	D	6	16	7.5
1342	15/08/1994	D	6	17	11
1343	15/08/1994	D	6	18	7
1344	15/08/1994	D	6	19	9
1345	15/08/1994	D	6	20	11.5
1346	15/08/1994	D	6	21	9.5
1347	15/08/1994	D	6	22	13.5
1348	15/08/1994	D	6	23	12.5
1349	15/08/1994	D	6	24	11.5
1350	15/08/1994	D	6	25	12.5
1351	15/03/1995	A	1	1	2.5
1352	15/03/1995	A	1	2	2
1353	15/03/1995	A	1	3	3
1354	15/03/1995	A	1	4	3
1355	15/03/1995	A	1	5	4
1356	15/03/1995	A	1	6	5.5
1357	15/03/1995	A	1	7	11.5
1358	15/03/1995	A	1	8	6
1359	15/03/1995	A	1	9	3.5
1360	15/03/1995	A	1	10	3.5
1361	15/03/1995	A	1	11	3
1362	15/03/1995	A	1	12	3.5
1363	15/03/1995	A	1	13	3.5
1364	15/03/1995	A	1	14	5
1365	15/03/1995	A	1	15	6.5
1366	15/03/1995	A	1	16	8.5
1367	15/03/1995	A	1	17	2.5
1368	15/03/1995	A	1	18	3
1369	15/03/1995	A	1	19	7
1370	15/03/1995	A	1	20	1.5
1371	15/03/1995	A	1	21	2.5
1372	15/03/1995	A	1	22	2.5
1373	15/03/1995	A	1	23	2
1374	15/03/1995	A	1	24	2
1375	15/03/1995	A	1	25	2.5
1376	15/03/1995	A	2	1	3
1377	15/03/1995	A	2	2	2
1378	15/03/1995	A	2	3	2
1379	15/03/1995	A	2	4	2
1380	15/03/1995	A	2	5	1
1381	15/03/1995	A	2	6	3.5
1382	15/03/1995	A	2	7	2
1383	15/03/1995	A	2	8	1
1384	15/03/1995	A	2	9	2
1385	15/03/1995	A	2	10	2.5
1386	15/03/1995	A	2	11	2.5
1387	15/03/1995	A	2	12	2
1388	15/03/1995	A	2	13	4
1389	15/03/1995	A	2	14	2.5
1390	15/03/1995	A	2	15	8.5
1391	15/03/1995	A	2	16	6.5
1392	15/03/1995	A	2	17	4.5
1393	15/03/1995	A	2	18	4
1394	15/03/1995	A	2	19	4
1395	15/03/1995	A	2	20	1.5
1396	15/03/1995	A	2	21	2
1397	15/03/1995	A	2	22	1.5
1398	15/03/1995	A	2	23	1.5
1399	15/03/1995	A	2	24	2
1400	15/03/1995	A	2	25	1
1401	15/03/1995	A	3	1	3
1402	15/03/1995	A	3	2	2.5
1403	15/03/1995	A	3	3	3
1404	15/03/1995	A	3	4	2.5
1405	15/03/1995	A	3	5	2.5
1406	15/03/1995	A	3	6	1.5
1407	15/03/1995	A	3	7	1.5
1408	15/03/1995	A	3	8	4
1409	15/03/1995	A	3	9	3
1410	15/03/1995	A	3	10	3
1411	15/03/1995	A	3	11	4.5
1412	15/03/1995	A	3	12	5.5
1413	15/03/1995	A	3	13	7
1414	15/03/1995	A	3	14	8
1415	15/03/1995	A	3	15	5
1416	15/03/1995	A	3	16	5
1417	15/03/1995	A	3	17	4
1418	15/03/1995	A	3	18	8
1419	15/03/1995	A	3	19	12
1420	15/03/1995	A	3	20	15
1421	15/03/1995	A	3	21	10
1422	15/03/1995	A	3	22	7
1423	15/03/1995	A	3	23	5
1424	15/03/1995	A	3	24	3
1425	15/03/1995	A	3	25	7
1426	15/03/1995	A	4	1	4.5
1427	15/03/1995	A	4	2	5
1428	15/03/1995	A	4	3	3.5
1429	15/03/1995	A	4	4	2
1430	15/03/1995	A	4	5	2
1431	15/03/1995	A	4	6	6
1432	15/03/1995	A	4	7	12
1433	15/03/1995	A	4	8	9
1434	15/03/1995	A	4	9	3.5
1435	15/03/1995	A	4	10	2.5
1436	15/03/1995	A	4	11	4.5
1437	15/03/1995	A	4	12	3
1438	15/03/1995	A	4	13	3.5
1439	15/03/1995	A	4	14	2.5
1440	15/03/1995	A	4	15	4.5
1441	15/03/1995	A	4	16	5
1442	15/03/1995	A	4	17	4.5
1443	15/03/1995	A	4	18	3.5
1444	15/03/1995	A	4	19	2.5
1445	15/03/1995	A	4	20	3.5
1446	15/03/1995	A	4	21	3
1447	15/03/1995	A	4	22	3
1448	15/03/1995	A	4	23	4.5
1449	15/03/1995	A	4	24	5
1450	15/03/1995	A	4	25	2
1451	15/03/1995	A	5	1	3.5
1452	15/03/1995	A	5	2	5
1453	15/03/1995	A	5	3	3
1454	15/03/1995	A	5	4	5.5
1455	15/03/1995	A	5	5	13
1456	15/03/1995	A	5	6	4
1457	15/03/1995	A	5	7	5.5
1458	15/03/1995	A	5	8	5.5
1459	15/03/1995	A	5	9	5
1460	15/03/1995	A	5	10	2
1461	15/03/1995	A	5	11	3
1462	15/03/1995	A	5	12	3
1463	15/03/1995	A	5	13	3
1464	15/03/1995	A	5	14	4
1465	15/03/1995	A	5	15	5
1466	15/03/1995	A	5	16	3
1467	15/03/1995	A	5	17	3.5
1468	15/03/1995	A	5	18	4
1469	15/03/1995	A	5	19	4.5
1470	15/03/1995	A	5	20	5
1471	15/03/1995	A	5	21	4.5
1472	15/03/1995	A	5	22	5
1473	15/03/1995	A	5	23	2.5
1474	15/03/1995	A	5	24	2
1475	15/03/1995	A	5	25	3.5
1476	15/03/1995	A	6	1	4
1477	15/03/1995	A	6	2	3
1478	15/03/1995	A	6	3	5
1479	15/03/1995	A	6	4	5.5
1480	15/03/1995	A	6	5	6.5
1481	15/03/1995	A	6	6	8.5
1482	15/03/1995	A	6	7	12.5
1483	15/03/1995	A	6	8	15
1484	15/03/1995	A	6	9	10
1485	15/03/1995	A	6	10	9.5
1486	15/03/1995	A	6	11	7
1487	15/03/1995	A	6	12	9
1488	15/03/1995	A	6	13	9
1489	15/03/1995	A	6	14	3.5
1490	15/03/1995	A	6	15	4
1491	15/03/1995	A	6	16	7
1492	15/03/1995	A	6	17	6.5
1493	15/03/1995	A	6	18	5
1494	15/03/1995	A	6	19	4.5
1495	15/03/1995	A	6	20	9.5
1496	15/03/1995	A	6	21	3
1497	15/03/1995	A	6	22	2.5
1498	15/03/1995	A	6	23	6.5
1499	15/03/1995	A	6	24	6.5
1500	15/03/1995	A	6	25	9
1501	15/03/1995	B	1	1	2
1502	15/03/1995	B	1	2	3
1503	15/03/1995	B	1	3	2
1504	15/03/1995	B	1	4	4
1505	15/03/1995	B	1	5	2
1506	15/03/1995	B	1	6	3.5
1507	15/03/1995	B	1	7	4
1508	15/03/1995	B	1	8	2.5
1509	15/03/1995	B	1	9	4
1510	15/03/1995	B	1	10	2.5
1511	15/03/1995	B	1	11	3.5
1512	15/03/1995	B	1	12	3.5
1513	15/03/1995	B	1	13	4
1514	15/03/1995	B	1	14	3
1515	15/03/1995	B	1	15	3
1516	15/03/1995	B	1	16	2.5
1517	15/03/1995	B	1	17	3.5
1518	15/03/1995	B	1	18	2.5
1519	15/03/1995	B	1	19	2
1520	15/03/1995	B	1	20	3.5
1521	15/03/1995	B	1	21	2.5
1522	15/03/1995	B	1	22	4.5
1523	15/03/1995	B	1	23	3.5
1524	15/03/1995	B	1	24	2.5
1525	15/03/1995	B	1	25	3.5
1526	15/03/1995	B	2	1	2.5
1527	15/03/1995	B	2	2	1.5
1528	15/03/1995	B	2	3	1.5
