"X.Y..m..d","AA","AXP","T","BA","CAT","C","KO","DD","EK","XOM","GE","GM","HWP","HD","HON","INTC","IBM","IP","JPM","JNJ","MCD","MRK","MSFT","MMM","MO","PG","SBC","UTX","WMT","DIS"
"1991-04-29"," 6.97"," 6.03","18.31","22.25"," 9.57"," 2.39","11.26","15.10","23.56","14.09"," 5.73","19.79"," 6.33"," 4.25"," 5.94"," 1.57"," 26.06","24.49"," 5.02"," 9.93"," 8.38","14.32","  2.72"," 32.66","14.01"," 20.36"," 9.44"," 9.01"," 9.53"," 8.97"
"1991-04-30"," 7.01"," 5.85","18.43","22.19"," 9.62"," 2.37","11.57","15.33","23.56","14.18"," 5.80","20.81"," 6.30"," 4.22"," 6.12"," 1.53"," 25.59","24.49"," 4.93"," 9.91"," 8.32","14.32","  2.75"," 33.26","13.93"," 20.51"," 9.57"," 9.06"," 9.53"," 8.99"
"1991-05-01"," 7.26"," 6.14","18.62","22.07"," 9.85"," 2.43","11.89","15.69","23.06","14.39"," 5.94","21.90"," 6.08"," 4.35"," 5.99"," 1.51"," 25.84","24.73"," 4.90","10.09"," 8.44","14.82","  2.80"," 33.12","14.35"," 20.45"," 9.59"," 9.10"," 9.68"," 9.18"
"1991-05-02"," 7.37"," 6.23","18.43","22.25"," 9.97"," 2.44","11.92","15.51","23.27","14.21"," 5.94","21.61"," 5.90"," 4.37"," 6.09"," 1.50"," 26.30","24.73"," 4.84"," 9.88"," 8.48","15.00","  2.79"," 33.03","14.30"," 20.45"," 9.48"," 9.01"," 9.74"," 9.20"
"1991-05-03"," 7.32"," 6.00","18.31","22.62","10.15"," 2.43","12.09","15.74","23.27","14.12"," 5.95","22.12"," 5.70"," 4.33"," 6.17"," 1.51"," 25.75","24.63"," 4.78"," 9.88"," 8.32","15.34","  2.81"," 32.84","14.43"," 20.39"," 9.53"," 8.93"," 9.74"," 9.42"
"1991-05-06"," 7.42"," 5.91","18.12","22.80","10.05"," 2.43","12.11","15.83","23.63","14.03"," 5.97","21.83"," 5.70"," 4.34"," 6.15"," 1.54"," 25.68","24.49"," 4.69"," 9.86"," 8.26","15.47","  2.85"," 32.75","14.35"," 20.24"," 9.50"," 8.88"," 9.68"," 9.54"
"1991-05-07"," 7.34"," 5.88","17.69","22.80","10.25"," 2.37","12.00","15.33","23.27","13.73"," 5.99","21.39"," 5.56"," 4.27"," 6.04"," 1.56"," 25.31","24.63"," 4.72"," 9.87"," 8.35","15.62","  2.81"," 32.56","14.19"," 20.08"," 9.44"," 8.81"," 9.59"," 9.36"
"1991-05-08"," 7.32"," 5.67","17.75","22.86","10.40"," 2.36","12.00","15.74","23.63","13.88"," 5.97","21.54"," 5.73"," 4.29"," 6.17"," 1.60"," 25.78","24.49"," 4.75"," 9.82"," 8.44","15.55","  2.86"," 32.75","14.14"," 20.24"," 9.28"," 8.91"," 9.42"," 9.35"
"1991-05-09"," 7.36"," 5.79","18.06","23.35","10.55"," 2.38","12.28","16.18","23.49","14.21"," 6.03","22.34"," 6.04"," 4.40"," 6.12"," 1.69"," 26.30","25.17"," 4.81"," 9.99"," 8.51","15.80","  2.94"," 33.54","14.32"," 20.36"," 9.12"," 8.96"," 9.89"," 9.62"
"1991-05-10"," 7.41"," 5.59","17.69","22.80","10.48"," 2.33","12.00","15.62","23.42","13.79"," 5.84","21.91"," 5.94"," 4.30"," 6.15"," 1.65"," 25.68","25.07"," 4.66"," 9.78"," 8.41","15.74","  2.85"," 32.98","14.09"," 20.15"," 8.94"," 8.93"," 9.42"," 9.44"
"1991-05-13"," 7.19"," 5.35","18.00","22.80","10.38"," 2.33","11.92","15.99","23.27","13.70"," 5.86","21.84"," 6.00"," 4.28"," 6.19"," 1.64"," 26.30","25.46"," 4.69"," 9.75"," 8.38","15.75","  2.86"," 33.36","14.11"," 20.21"," 9.01"," 8.96"," 9.62"," 9.48"
"1991-05-14"," 7.04"," 5.50","17.75","22.68","10.23"," 2.31","11.81","15.99","22.99","13.40"," 5.81","21.47"," 5.88"," 4.24"," 6.03"," 1.66"," 26.34","24.88"," 4.48"," 9.69"," 8.32","15.59","  2.81"," 32.98","13.88"," 20.02"," 8.94"," 8.78"," 9.53"," 9.40"
"1991-05-15"," 6.90"," 5.56","17.63","22.38","10.05"," 2.27","11.79","15.80","23.13","13.43"," 5.81","21.55"," 5.67"," 4.14"," 5.90"," 1.53"," 25.53","24.78"," 4.45"," 9.62"," 8.13","15.52","  2.72"," 32.75","13.59"," 20.08"," 8.88"," 8.74"," 9.53"," 9.24"
"1991-05-16"," 6.95"," 5.50","17.82","22.62","10.10"," 2.30","12.06","15.94","23.27","13.73"," 5.83","21.77"," 5.91"," 4.24"," 5.85"," 1.51"," 25.87","24.54"," 4.51"," 9.69"," 8.20","15.74","  2.76"," 33.17","13.72"," 20.08"," 8.88"," 8.69"," 9.62"," 9.35"
"1991-05-17"," 6.84"," 5.44","17.75","22.31","10.10"," 2.28","12.03","15.66","23.27","13.82"," 5.86","21.40"," 5.93"," 4.29"," 5.87"," 1.51"," 25.78","24.49"," 4.48"," 9.48"," 8.35","15.82","  2.76"," 32.84","13.54"," 20.05"," 8.99"," 8.64"," 9.56"," 9.36"
"1991-05-20"," 6.90"," 5.38","17.75","22.31","10.00"," 2.33","12.09","15.80","23.49","13.88"," 5.92","21.33"," 5.91"," 4.32"," 5.87"," 1.51"," 25.65","24.50"," 4.51"," 9.61"," 8.48","15.90","  2.75"," 33.23","13.49"," 20.08"," 8.94"," 8.68"," 9.51"," 9.42"
"1991-05-21"," 7.02"," 5.44","17.82","22.44"," 9.72"," 2.35","12.25","16.08","23.20","14.06"," 5.95","21.69"," 5.91"," 4.46"," 5.90"," 1.46"," 25.22","24.65"," 4.54"," 9.86"," 8.63","16.20","  2.83"," 33.56","13.75"," 20.08"," 9.06"," 8.75"," 9.74"," 9.42"
"1991-05-22"," 7.04"," 5.47","17.63","22.68"," 9.47"," 2.39","12.28","15.99","23.63","14.06"," 5.85","22.21"," 6.10"," 4.59"," 5.87"," 1.51"," 25.99","24.50"," 4.66"," 9.92"," 8.54","16.17","  2.97"," 33.37","13.96"," 20.21"," 9.01"," 8.73"," 9.80"," 9.39"
"1991-05-23"," 6.94"," 5.44","17.45","22.31"," 9.37"," 2.36","12.06","15.99","22.99","14.00"," 5.92","22.72"," 6.27"," 4.75"," 5.85"," 1.57"," 25.99","24.26"," 4.81"," 9.86"," 8.41","16.10","  3.04"," 32.95","14.09"," 20.18"," 8.97"," 8.75"," 9.59"," 9.41"
"1991-05-24"," 7.03"," 5.56","17.75","22.50"," 9.34"," 2.35","12.25","16.04","23.20","13.97"," 5.98","23.38"," 6.27"," 4.80"," 5.80"," 1.59"," 26.09","24.99"," 4.96"," 9.75"," 8.38","16.07","  3.06"," 33.09","14.19"," 20.18"," 8.97"," 8.63"," 9.74"," 9.42"
"1991-05-28"," 7.34"," 5.85","17.94","22.62"," 9.62"," 2.37","12.39","16.73","23.35","13.97"," 6.07","23.90"," 6.51"," 4.75"," 5.87"," 1.66"," 26.12","25.63"," 5.05"," 9.94"," 8.57","16.22","  3.08"," 33.61","14.43"," 20.36"," 8.94"," 8.75"," 9.92"," 9.44"
"1991-05-29"," 7.47"," 5.97","18.12","22.74"," 9.62"," 2.42","12.39","16.87","23.35","14.00"," 6.11","25.08"," 6.57"," 4.68"," 6.03"," 1.62"," 25.87","26.37"," 4.99"," 9.86"," 8.60","16.15","  3.06"," 34.17","14.30"," 20.45"," 8.97"," 8.78"," 9.77"," 9.27"
"1991-05-30"," 7.41"," 5.91","18.43","23.47"," 9.92"," 2.54","12.58","17.38","24.28","13.94"," 6.27","25.00"," 6.59"," 4.79"," 6.29"," 1.66"," 25.93","26.91"," 5.05"," 9.69"," 8.75","16.02","  3.06"," 34.88","14.27"," 20.91"," 9.21"," 8.83"," 9.95"," 9.11"
"1991-05-31"," 7.38"," 6.00","18.31","23.77","10.45"," 2.56","12.55","17.57","24.28","13.88"," 6.33","25.37"," 6.68"," 4.83"," 6.27"," 1.73"," 26.37","27.69"," 5.14"," 9.54"," 8.69","15.80","  3.05"," 35.87","14.27"," 20.82"," 9.28"," 9.32","10.09"," 9.05"
"1991-06-03"," 7.43"," 5.97","18.18","23.47","10.81"," 2.58","12.39","17.62","24.71","14.03"," 6.35","25.30"," 6.67"," 4.84"," 6.27"," 1.82"," 26.43","28.33"," 5.05"," 9.31"," 8.66","15.51","  3.11"," 35.77","13.96"," 20.51"," 9.06"," 9.32"," 9.95"," 9.21"
"1991-06-04"," 7.47"," 6.03","18.06","23.41","10.68"," 2.56","12.33","17.38","24.42","13.94"," 6.30","25.00"," 6.64"," 4.81"," 6.24"," 1.80"," 26.09","28.28"," 5.29"," 9.35"," 8.69","15.58","  3.14"," 35.77","14.04"," 20.48"," 9.03"," 9.42"," 9.89"," 9.17"
"1991-06-05"," 7.42"," 5.82","18.00","23.35","10.48"," 2.47","12.11","17.43","24.42","13.79"," 6.20","24.49"," 6.65"," 4.86"," 6.21"," 1.67"," 25.65","28.13"," 5.53"," 9.32"," 8.60","15.53","  3.11"," 35.35","13.98"," 20.30"," 8.97"," 9.35"," 9.74"," 9.19"
"1991-06-06"," 7.25"," 5.82","18.06","23.16","10.43"," 2.47","12.03","17.48","24.71","13.88"," 6.16","24.56"," 6.51"," 4.82"," 6.16"," 1.66"," 25.59","28.33"," 5.59"," 9.31"," 8.48","15.34","  3.09"," 35.11","13.85"," 20.15"," 8.94"," 9.00"," 9.86"," 8.98"
"1991-06-07"," 7.14"," 5.70","17.94","23.29","10.48"," 2.49","12.03","17.34","24.49","13.70"," 6.07","24.34"," 6.33"," 4.79"," 5.95"," 1.62"," 25.34","27.89"," 5.83"," 9.14"," 8.48","15.31","  3.06"," 35.02","13.85"," 20.24"," 8.92"," 9.10"," 9.80"," 9.03"
"1991-06-10"," 7.07"," 5.62","17.88","23.16","10.53"," 2.47","12.14","17.29","24.56","13.82"," 6.10","24.63"," 6.41"," 4.72"," 6.00"," 1.57"," 25.43","27.94"," 5.58"," 9.14"," 8.41","15.26","  3.07"," 34.78","13.83"," 20.21"," 8.92"," 9.00"," 9.92"," 9.10"
"1991-06-11"," 6.97"," 5.56","18.12","23.35","10.61"," 2.45","12.22","17.52","24.35","13.94"," 6.16","24.93"," 6.44"," 4.79"," 5.98"," 1.59"," 25.40","27.94"," 5.83"," 9.15"," 8.54","15.43","  3.07"," 35.11","13.84"," 20.39"," 9.10"," 9.10","10.16"," 9.09"
"1991-06-12"," 6.94"," 5.47","17.94","23.22","10.45"," 2.35","12.03","17.20","23.78","13.73"," 6.08","24.86"," 6.54"," 4.78"," 6.03"," 1.53"," 25.22","27.59"," 5.64"," 8.98"," 8.44","15.54","  3.09"," 35.11","13.76"," 20.30"," 9.01"," 9.07","10.02"," 9.04"
"1991-06-13"," 6.94"," 5.67","18.06","23.47","10.38"," 2.40","12.19","17.43","23.78","13.79"," 6.13","24.78"," 6.41"," 4.84"," 6.00"," 1.52"," 25.00","27.25"," 5.68"," 8.94"," 8.48","15.46","  3.08"," 35.21","13.71"," 20.51"," 9.10"," 9.12","10.04"," 9.04"
"1991-06-14"," 7.01"," 5.76","18.31","23.95","10.48"," 2.40","12.36","17.85","23.85","13.88"," 6.20","26.03"," 6.34"," 5.01"," 6.06"," 1.50"," 24.94","27.94"," 5.64"," 9.00"," 8.26","15.79","  3.15"," 36.15","14.02"," 20.67"," 9.35"," 9.22","10.22"," 9.10"
"1991-06-17"," 7.15"," 5.62","18.43","23.77","10.43"," 2.37","12.33","17.85","23.70","13.70"," 6.11","25.74"," 6.30"," 5.08"," 6.08"," 1.54"," 24.72","28.57"," 5.49"," 8.98"," 8.13","15.78","  3.15"," 36.10","13.89"," 20.73"," 9.21"," 9.12","10.07"," 9.04"
"1991-06-18"," 7.21"," 5.62","18.62","24.01","10.28"," 2.33","12.14","17.71","23.35","13.58"," 6.11","25.59"," 6.27"," 4.97"," 6.08"," 1.51"," 25.06","28.87"," 5.40"," 8.92"," 8.01","15.56","  3.10"," 36.15","13.86"," 20.39"," 9.17"," 9.12","10.02"," 9.00"
"1991-06-19"," 7.21"," 5.56","18.62","23.53","10.00"," 2.32","12.11","17.48","22.99","13.58"," 6.07","25.30"," 6.27"," 4.94"," 6.06"," 1.48"," 25.09","28.33"," 5.40"," 8.81"," 7.95","15.44","  2.87"," 36.15","13.73"," 19.81"," 9.06"," 9.10"," 9.99"," 8.86"
"1991-06-20"," 7.21"," 5.50","18.55","23.65"," 9.95"," 2.31","12.22","17.57","23.20","13.85"," 6.07","25.66"," 6.24"," 4.93"," 6.11"," 1.46"," 24.63","27.94"," 5.34"," 8.94"," 7.92","15.48","  2.80"," 35.77","13.73"," 19.66"," 9.14"," 9.05","10.13"," 8.84"
"1991-06-21"," 7.17"," 5.56","18.74","22.74","10.10"," 2.32","12.22","17.94","23.35","13.94"," 6.14","25.96"," 6.34"," 4.93"," 6.21"," 1.46"," 24.75","28.23"," 5.37"," 9.00"," 7.98","15.53","  2.84"," 36.10","13.68"," 19.60"," 9.17"," 9.02","10.22"," 8.84"
"1991-06-24"," 6.99"," 5.44","18.37","22.13"," 9.82"," 2.21","12.14","17.15","22.85","13.85"," 6.04","24.27"," 6.19"," 4.78"," 6.27"," 1.36"," 24.44","27.84"," 5.31"," 8.85"," 7.85","15.28","  2.73"," 35.35","13.50"," 19.26"," 9.14"," 8.93"," 9.96"," 8.76"
"1991-06-25"," 6.91"," 5.53","18.68","22.19"," 9.87"," 2.23","12.03","17.01","22.56","13.94"," 6.03","24.34"," 6.28"," 4.82"," 6.27"," 1.37"," 24.69","27.69"," 5.13"," 8.82"," 7.85","15.58","  2.74"," 35.30","13.29"," 18.98"," 9.21"," 8.90"," 9.96"," 8.81"
"1991-06-26"," 6.90"," 5.41","18.86","22.01","10.10"," 2.21","12.11","17.06","22.85","14.12"," 6.02","23.97"," 6.34"," 4.83"," 6.16"," 1.43"," 24.50","27.98"," 5.40"," 8.73"," 7.89","15.71","  2.80"," 35.11","13.44"," 18.92"," 9.26"," 8.88","10.22"," 8.73"
"1991-06-27"," 7.04"," 5.38","19.11","22.07","10.20"," 2.22","12.06","17.20","22.77","14.06"," 6.11","24.27"," 6.36"," 5.02"," 6.98"," 1.42"," 24.25","28.18"," 5.34"," 8.86"," 8.29","15.83","  2.83"," 35.54","13.47"," 18.89"," 9.48"," 8.93","10.22"," 8.64"
"1991-06-28"," 7.01"," 5.32","18.86","22.19"," 9.97"," 2.24","12.00","17.06","22.20","13.85"," 6.06","23.97"," 6.25"," 4.96"," 6.92"," 1.45"," 24.13","27.64"," 5.19"," 8.79"," 8.16","15.51","  2.84"," 35.25","13.34"," 18.92"," 9.59"," 8.85","10.07"," 8.70"
"1991-07-01"," 6.93"," 5.41","19.05","22.31","10.05"," 2.30","12.33","17.43","22.77","14.27"," 6.13","24.86"," 6.48"," 5.17"," 7.16"," 1.41"," 24.44","27.94"," 5.22"," 8.90"," 8.32","15.93","  2.97"," 35.40","13.68"," 19.44"," 9.82"," 8.83","10.28"," 8.88"
"1991-07-02"," 7.12"," 5.35","19.36","22.19","10.05"," 2.22","12.31","17.62","22.70","14.00"," 6.14","25.08"," 6.45"," 5.20"," 7.26"," 1.33"," 24.63","28.18"," 5.16"," 8.74"," 8.32","15.94","  2.84"," 35.11","13.79"," 19.47"," 9.71"," 9.00","10.28"," 9.28"
"1991-07-03"," 7.04"," 5.23","19.36","21.83"," 9.85"," 2.21","12.25","17.52","22.34","13.67"," 6.06","24.93"," 6.27"," 5.18"," 7.13"," 1.33"," 24.38","28.18"," 5.01"," 8.63"," 8.20","15.66","  2.67"," 34.27","13.73"," 19.29"," 9.63"," 9.05","10.22"," 9.24"
"1991-07-05"," 6.99"," 5.20","19.17","21.65"," 9.80"," 2.24","12.31","17.52","22.34","13.70"," 6.04","25.00"," 6.25"," 5.17"," 7.11"," 1.33"," 24.50","28.33"," 5.07"," 8.90"," 8.20","15.71","  2.57"," 34.17","13.79"," 19.32"," 9.63"," 8.95","10.31"," 9.25"
"1991-07-08"," 7.08"," 5.17","19.29","21.47"," 9.65"," 2.25","12.44","17.52","23.28","13.94"," 6.13","25.44"," 6.54"," 5.21"," 7.13"," 1.37"," 24.97","28.43"," 5.25"," 8.96"," 8.20","15.96","  2.79"," 34.45","14.02"," 19.53"," 9.68"," 8.88","10.66"," 9.33"
"1991-07-09"," 7.04"," 5.20","19.23","21.53"," 9.52"," 2.28","12.28","17.38","23.35","13.73"," 6.12","25.44"," 6.65"," 5.25"," 7.32"," 1.41"," 24.72","28.23"," 5.58"," 9.02"," 8.20","15.74","  2.83"," 34.45","13.79"," 19.38"," 9.65"," 8.68","10.52"," 9.35"
"1991-07-10"," 7.06"," 5.29","19.11","21.89"," 9.54"," 2.41","12.19","17.29","23.42","13.67"," 6.08","24.93"," 6.74"," 5.28"," 7.50"," 1.45"," 24.53","27.69"," 5.55"," 9.11"," 8.20","15.69","  2.72"," 33.98","13.92"," 19.35"," 9.77"," 8.78","10.52"," 9.37"
"1991-07-11"," 7.20"," 5.41","19.23","22.07"," 9.54"," 2.41","12.31","17.43","23.28","13.79"," 6.14","25.08"," 6.59"," 5.27"," 7.58"," 1.41"," 24.41","27.74"," 5.55"," 9.17"," 8.23","15.81","  2.76"," 33.89","13.97"," 19.41"," 9.81"," 9.02","10.78"," 9.48"
"1991-07-12"," 7.30"," 5.41","18.99","22.13"," 9.70"," 2.34","12.72","17.66","23.13","14.00"," 6.16","25.15"," 6.62"," 5.32"," 7.63"," 1.45"," 24.69","27.84"," 5.77"," 9.19"," 8.20","16.01","  2.83"," 33.70","14.23"," 19.56"," 9.83"," 9.10","10.96"," 9.56"
"1991-07-15"," 7.42"," 5.41","18.86","22.13"," 9.82"," 2.39","12.69","17.34","23.56","14.09"," 6.17","24.86"," 6.93"," 5.40"," 7.60"," 1.45"," 24.66","27.89"," 6.46"," 9.15"," 8.23","16.24","  2.91"," 33.94","14.44"," 19.66"," 9.90"," 9.02","11.11"," 9.55"
"1991-07-16"," 7.41"," 5.41","18.62","22.13"," 9.68"," 2.49","12.72","17.15","23.42","14.06"," 6.05","24.71"," 6.87"," 5.31"," 7.89"," 1.42"," 24.01","27.64"," 6.25"," 9.23"," 8.23","16.16","  2.81"," 34.22","14.34"," 19.66"," 9.81"," 9.25","11.02"," 9.49"
"1991-07-17"," 7.26"," 5.50","18.74","21.95"," 9.71"," 2.52","12.83","16.97","23.56","14.27"," 5.88","24.93"," 6.88"," 5.24"," 7.95"," 1.38"," 23.91","27.40"," 6.10"," 9.11"," 8.44","16.13","  2.82"," 33.94","14.00"," 19.57"," 9.74"," 9.30","10.93"," 9.39"
"1991-07-18"," 7.42"," 5.64","19.54","21.77"," 9.83"," 2.54","13.19","17.43","23.49","14.27"," 5.99","25.08"," 6.88"," 5.25"," 7.97"," 1.42"," 24.41","27.69"," 6.25"," 9.25"," 8.41","16.23","  2.79"," 34.31","14.05"," 19.63"," 9.86"," 9.72","11.02"," 9.52"
"1991-07-19"," 7.50"," 5.64","19.66","21.22","10.01"," 2.46","13.10","17.43","23.28","14.21"," 6.03","25.00"," 6.90"," 5.17"," 7.92"," 1.47"," 24.97","27.98"," 6.25"," 9.23"," 8.51","16.18","  2.82"," 34.17","13.84"," 19.66"," 9.77"," 9.62","11.02"," 9.52"
"1991-07-22"," 7.42"," 5.47","19.54","20.98","10.16"," 2.49","12.97","17.48","23.13","14.18"," 6.00","24.86"," 6.76"," 5.07"," 7.63"," 1.43"," 25.34","27.94"," 6.25"," 9.24"," 8.51","16.13","  2.81"," 35.02","13.76"," 19.57"," 9.58"," 9.60","10.93"," 9.54"
"1991-07-23"," 7.51"," 5.85","19.48","21.22","10.06"," 2.51","12.86","17.20","22.92","13.94"," 5.92","24.19"," 6.59"," 4.95"," 7.63"," 1.38"," 25.00","27.25"," 6.13"," 9.17"," 8.26","16.06","  2.77"," 33.75","13.79"," 19.17"," 9.45"," 9.55","10.84"," 9.49"
"1991-07-24"," 7.33"," 5.88","19.54","21.28"," 9.88"," 2.42","12.83","17.38","22.42","14.03"," 5.85","23.83"," 6.51"," 4.98"," 7.58"," 1.39"," 25.03","26.66"," 6.16"," 9.14"," 8.23","16.19","  2.73"," 32.81","13.84"," 19.41"," 9.52"," 9.50","10.69"," 9.33"
"1991-07-25"," 7.36"," 5.82","19.60","21.34","10.06"," 2.49","12.83","17.90","23.06","14.09"," 5.94","24.12"," 6.59"," 5.02"," 7.79"," 1.42"," 24.97","26.81"," 6.22"," 9.21"," 8.20","16.44","  2.75"," 32.90","14.00"," 19.41"," 9.56"," 9.55","10.90"," 9.21"
"1991-07-26"," 7.37"," 5.85","19.66","21.16"," 9.91"," 2.45","12.75","17.99","22.63","14.00"," 5.96","23.90"," 6.64"," 5.16"," 7.92"," 1.41"," 24.97","27.00"," 6.22"," 9.25"," 8.13","16.46","  2.96"," 32.95","13.94"," 19.29"," 9.56"," 9.55","10.90"," 9.17"
"1991-07-29"," 7.29"," 6.15","19.66","21.53","10.01"," 2.46","12.88","18.22","23.13","14.12"," 5.96","23.75"," 6.71"," 5.20"," 8.00"," 1.41"," 25.19","26.81"," 6.22"," 9.45"," 8.10","16.66","  2.93"," 33.14","14.00"," 19.44"," 9.63"," 9.45","11.02"," 9.19"
"1991-07-30"," 7.35"," 6.03","19.66","22.56","10.09"," 2.48","13.08","18.31","23.28","14.18"," 5.99","23.46"," 6.74"," 5.32"," 8.21"," 1.43"," 25.25","27.10"," 6.25"," 9.57"," 8.20","17.01","  3.03"," 33.37","14.05"," 19.84"," 9.72"," 9.37","11.13"," 9.37"
"1991-07-31"," 7.37"," 6.00","19.66","22.50"," 9.99"," 2.56","13.24","18.17","23.49","14.15"," 6.00","23.38"," 6.62"," 5.34"," 8.16"," 1.46"," 25.16","27.25"," 6.22"," 9.65"," 8.13","17.20","  3.06"," 33.04","14.23"," 19.75"," 9.81"," 9.27","11.22"," 9.44"
"1991-08-01"," 7.29"," 6.23","19.54","21.95","10.04"," 2.50","13.41","17.94","23.42","14.15"," 5.98","23.38"," 6.76"," 5.28"," 8.13"," 1.54"," 25.16","26.91"," 6.19"," 9.58"," 8.01","17.13","  3.05"," 32.48","14.42"," 19.72"," 9.77"," 9.35","11.16"," 9.47"
"1991-08-02"," 7.25"," 6.09","19.66","22.07","10.09"," 2.53","13.63","18.03","23.35","14.00"," 5.96","23.46"," 6.96"," 5.29"," 8.21"," 1.53"," 24.94","26.56"," 6.19"," 9.64"," 7.89","17.05","  3.05"," 32.52","14.47"," 19.81"," 9.86"," 9.22","11.25"," 9.44"
"1991-08-05"," 7.07"," 6.15","19.54","22.07"," 9.91"," 2.54","13.68","17.76","23.06","13.91"," 5.90","23.53"," 6.77"," 5.28"," 7.95"," 1.52"," 25.09","26.56"," 6.16"," 9.60"," 7.82","16.88","  3.01"," 32.62","14.47"," 19.96"," 9.88"," 9.00","11.16"," 9.36"
"1991-08-06"," 7.12"," 6.32","19.66","22.44"," 9.96"," 2.63","13.98","18.22","23.28","14.24"," 5.96","23.90"," 6.82"," 5.49"," 8.08"," 1.58"," 24.94","26.76"," 6.28"," 9.74"," 7.92","17.11","  3.10"," 33.04","15.02"," 20.33"," 9.99"," 9.07","11.40"," 9.47"
"1991-08-07"," 7.25"," 6.26","19.60","22.56"," 9.96"," 2.67","13.96","18.27","23.78","14.03"," 6.04","23.97"," 6.70"," 5.43"," 7.97"," 1.56"," 24.60","26.66"," 6.34"," 9.77"," 8.10","17.15","  3.17"," 32.71","15.05"," 20.12"," 9.88"," 9.12","11.34"," 9.35"
"1991-08-08"," 7.06"," 6.06","19.60","22.68","10.04"," 2.74","13.87","18.50","23.56","13.85"," 6.05","23.53"," 6.54"," 5.49"," 8.00"," 1.52"," 24.66","26.95"," 6.59"," 9.70"," 8.20","17.03","  3.29"," 32.71","14.94"," 19.87"," 9.88"," 9.12","11.52"," 9.37"
"1991-08-09"," 7.14"," 6.15","19.48","22.50"," 9.93"," 2.70","13.85","18.09","23.28","13.70"," 6.03","22.65"," 6.59"," 5.49"," 7.92"," 1.50"," 24.57","26.81"," 6.53"," 9.71"," 8.10","16.90","  3.36"," 32.81","14.97"," 19.84"," 9.99"," 9.10","11.46"," 9.35"
"1991-08-12"," 7.14"," 6.23","19.36","22.31"," 9.88"," 2.66","13.93","18.24","24.35","13.73"," 6.01","22.51"," 6.53"," 5.60"," 7.96"," 1.52"," 24.50","26.56"," 6.62"," 9.64"," 7.98","16.96","  3.46"," 32.71","14.94"," 20.08"," 9.93"," 9.12","11.58"," 9.42"
"1991-08-13"," 7.16"," 6.35","19.17","22.44"," 9.73"," 2.69","13.98","17.95","24.71","13.79"," 6.00","22.95"," 6.54"," 5.71"," 7.99"," 1.55"," 24.60","26.66"," 6.86"," 9.71"," 8.10","16.96","  3.44"," 32.76","14.97"," 20.21"," 9.79"," 9.17","11.75"," 9.45"
"1991-08-14"," 7.05"," 6.41","19.29","22.68"," 9.71"," 2.74","14.04","18.00","24.64","13.64"," 5.98","22.65"," 6.77"," 5.82"," 8.01"," 1.56"," 24.47","26.56"," 7.04"," 9.61"," 7.98","16.88","  3.44"," 32.57","15.23"," 20.24"," 9.81"," 9.12","12.14"," 9.56"
"1991-08-15"," 7.03"," 6.38","19.48","23.04"," 9.63"," 2.71","14.07","18.14","25.07","13.70"," 5.95","22.80"," 6.71"," 5.64"," 8.01"," 1.53"," 24.44","26.37"," 6.80"," 9.64"," 7.98","16.80","  3.40"," 32.57","15.15"," 20.27"," 9.81"," 9.22","11.72"," 9.36"
"1991-08-16"," 7.05"," 6.18","19.29","22.44"," 9.53"," 2.66","13.82","17.81","24.64","13.70"," 5.90","22.28"," 6.28"," 5.51"," 8.07"," 1.48"," 23.98","25.88"," 6.68"," 9.44"," 7.95","16.68","  3.41"," 32.57","15.05"," 20.08"," 9.70"," 9.12","11.40"," 9.14"
"1991-08-19"," 6.90"," 5.91","18.80","22.01"," 9.22"," 2.52","13.63","17.20","23.70","13.73"," 5.76","21.17"," 6.16"," 5.39"," 7.83"," 1.46"," 23.60","25.35"," 6.40"," 9.20"," 7.70","16.39","  3.34"," 32.25","14.65"," 19.57"," 9.43"," 8.81","11.19"," 8.87"
"1991-08-20"," 6.75"," 6.03","18.86","22.25"," 9.27"," 2.61","13.93","17.58","24.06","13.70"," 5.78","20.95"," 6.14"," 5.46"," 7.93"," 1.48"," 23.79","25.45"," 6.49"," 9.23"," 7.70","16.39","  3.35"," 32.11","14.76"," 19.66"," 9.52"," 8.96","11.46"," 8.82"
"1991-08-21"," 6.84"," 6.20","19.29","23.41"," 9.53"," 2.75","14.34","18.28","25.07","13.88"," 5.97","22.28"," 6.36"," 5.75"," 8.01"," 1.57"," 23.76","26.34"," 6.68"," 9.56"," 7.95","16.88","  3.50"," 32.77","15.47"," 19.99"," 9.81"," 9.64","11.75"," 9.15"
"1991-08-22"," 6.93"," 6.15","19.29","23.59"," 9.58"," 2.75","14.29","18.28","24.99","13.94"," 5.98","21.91"," 6.42"," 5.78"," 8.12"," 1.55"," 23.45","26.98"," 6.53"," 9.64"," 8.01","16.86","  3.50"," 33.06","15.39"," 19.93"," 9.79"," 9.72","11.61"," 9.09"
"1991-08-23"," 7.25"," 6.12","19.29","23.59"," 9.81"," 2.74","14.31","18.28","25.21","14.06"," 6.12","22.51"," 6.59"," 5.73"," 8.33"," 1.56"," 23.57","27.77"," 6.53"," 9.74"," 8.13","16.81","  3.55"," 33.11","15.36"," 20.36"," 9.93"," 9.82","11.61"," 9.21"
